M_pime_e,M_arg__L_e,M_pi_e,M_h_e,M_ala__L_e,M_val__L_e,M_fe2_e,M_fe3_e,M_ala__D_e,M_glc__D_e,M_h2o_e,M_his__L_e,M_ile__L_e,M_leu__L_e,M_met__L_e,M_o2_e,M_so4_e,M_thm_e,objective
0.000000000000000000e+00,-7.059217030251104141e+00,0.000000000000000000e+00,-2.110736176102286876e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.008264680682791870e+01,-1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-6.224510643906939755e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.000000000000000000e+00,-5.222311036394384690e+06,-1.544371666666666570e+05,0.000000000000000000e+00,-1.251001235426341882e+06,-6.700983333333332848e+04,-1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-8.160719610980342841e+05,0.000000000000000000e+00,-1.500000000000000000e+04,-4.600000000000000000e+04,-7.133333333333332848e+04,-4.940800000000000000e+04,-3.411939789010645356e+06,0.000000000000000000e+00,-1.000000000000000000e+00,1.666666666666666570e+05
-3.000000000000000000e+00,-2.665000000000000000e+05,-4.633115000000000000e+05,0.000000000000000000e+00,0.000000000000000000e+00,-2.010295000000000000e+05,-3.000000000000000000e+00,0.000000000000000000e+00,-3.688538000000000000e+06,-1.095140533858784884e+08,0.000000000000000000e+00,-4.500000000000000000e+04,-1.380000000000000000e+05,-2.140000000000000000e+05,-1.482240000000000000e+05,-2.013011727832512232e+06,-1.148950000000000000e+04,-3.000000000000000000e+00,5.000000000000000000e+05
-1.000000000000000000e+00,-8.467521574074074160e+05,-1.544371666666666570e+05,0.000000000000000000e+00,-9.513333333333332848e+04,-6.700983333333332848e+04,-1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-6.961208333333333721e+05,0.000000000000000000e+00,-1.500000000000000000e+04,-4.600000000000000000e+04,-7.133333333333332848e+04,-4.940800000000000000e+04,-3.400884129994213115e+06,0.000000000000000000e+00,-1.000000000000000000e+00,1.666666666666666570e+05
-3.000000000000000000e+00,-4.715235264693264849e+06,-4.633115000000000000e+05,-9.975863240454740822e+06,-2.854000000000000000e+05,-2.010295000000000000e+05,-3.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-3.088087009867010056e+05,0.000000000000000000e+00,-4.500000000000000000e+04,-1.380000000000000000e+05,-2.140000000000000000e+05,-1.482240000000000000e+05,-1.139132266237666272e+07,-1.148950000000000000e+04,-3.000000000000000000e+00,5.000000000000000000e+05
-1.000000000000000000e+00,-8.883333333333332848e+04,-1.544371666666666570e+05,-5.592985731711679138e+06,0.000000000000000000e+00,-6.700983333333332848e+04,-1.000000000000000000e+00,0.000000000000000000e+00,-6.742130940380373038e+06,-6.961208333333333721e+05,0.000000000000000000e+00,-1.500000000000000000e+04,-4.600000000000000000e+04,-7.133333333333332848e+04,-4.940800000000000000e+04,-2.989096303523520008e+06,0.000000000000000000e+00,-1.000000000000000000e+00,1.666666666666666570e+05
-3.000000000000000000e+00,-5.260712354166666418e+07,-4.633115000000000000e+05,-1.024492225000000000e+08,-2.854000000000000000e+05,-2.010295000000000000e+05,-3.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.099852000000000000e+06,-9.578528295833332837e+07,-4.500000000000000000e+04,-1.380000000000000000e+05,-2.140000000000000000e+05,-1.482240000000000000e+05,-2.469688229166666511e+06,-1.148950000000000000e+04,-3.000000000000000000e+00,5.000000000000000000e+05
-3.000000000000000000e+00,-1.514751423349122331e+07,-4.633115000000000000e+05,-5.158992342806724482e+05,-2.854000000000000000e+05,-2.010295000000000000e+05,-3.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.173781503668616991e+06,0.000000000000000000e+00,-4.500000000000000000e+04,-1.380000000000000000e+05,-2.140000000000000000e+05,-1.482240000000000000e+05,-1.399343478708089516e+07,-1.148950000000000000e+04,-3.000000000000000000e+00,5.000000000000000000e+05
-1.000000000000000000e+00,-1.769957888888888992e+06,-1.544371666666666570e+05,-3.046872029444444459e+06,-9.513333333333332848e+04,-6.700983333333332848e+04,-1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.500000000000000000e+04,-4.600000000000000000e+04,-7.133333333333332848e+04,-4.940800000000000000e+04,-4.298412253680555150e+06,0.000000000000000000e+00,-1.000000000000000000e+00,1.666666666666666570e+05
-1.000000000000000000e+00,-3.664242403314726893e+06,-1.544371666666666570e+05,0.000000000000000000e+00,-9.513333333333332848e+04,-6.700983333333332848e+04,-1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-3.532817689339122153e+05,0.000000000000000000e+00,-1.500000000000000000e+04,-4.600000000000000000e+04,-7.133333333333332848e+04,-4.940800000000000000e+04,-3.728027485528219957e+06,0.000000000000000000e+00,-1.000000000000000000e+00,1.666666666666666570e+05
-1.000000000000000000e+00,-1.514690598031167639e+06,-1.544371666666666570e+05,-3.267548324733536690e+06,-1.491317128384541138e+05,-6.700983333333332848e+04,-1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.710455555555555620e+05,0.000000000000000000e+00,-1.500000000000000000e+04,-4.600000000000000000e+04,-7.133333333333332848e+04,-4.940800000000000000e+04,-3.662669949528314173e+06,0.000000000000000000e+00,-1.000000000000000000e+00,1.666666666666666570e+05
0.000000000000000000e+00,-2.000000000000000000e+00,0.000000000000000000e+00,-1.146891385767790261e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-7.460074906367041514e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-4.981273408239700551e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-3.000000000000000000e+00,-2.665000000000000000e+05,-4.633115000000000000e+05,-1.273279681223470718e+08,0.000000000000000000e+00,-2.010295000000000000e+05,-3.000000000000000000e+00,0.000000000000000000e+00,-1.307002763564294577e+08,-5.131366666666666861e+05,-1.201161442234706581e+08,-4.500000000000000000e+04,-1.380000000000000000e+05,-2.140000000000000000e+05,-1.482240000000000000e+05,-1.702893316479400732e+06,-1.148950000000000000e+04,-3.000000000000000000e+00,5.000000000000000000e+05
-3.000000000000000000e+00,-5.765309185374999791e+07,-4.633115000000000000e+05,-1.130183336666666716e+08,0.000000000000000000e+00,-2.010295000000000000e+05,-3.000000000000000000e+00,0.000000000000000000e+00,-1.617677166666666744e+06,-2.099852000000000000e+06,-1.058068382279166728e+08,-4.500000000000000000e+04,-1.380000000000000000e+05,-2.140000000000000000e+05,-1.482240000000000000e+05,-1.702838573125000112e+06,-1.148950000000000000e+04,-3.000000000000000000e+00,5.000000000000000000e+05
-1.000000000000000000e+00,-1.115151114035087638e+06,-1.544371666666666570e+05,0.000000000000000000e+00,-9.513333333333332848e+04,-6.700983333333332848e+04,-1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-4.837612192982456181e+05,0.000000000000000000e+00,-1.500000000000000000e+04,-4.600000000000000000e+04,-7.133333333333332848e+04,-4.940800000000000000e+04,-3.602163070071272086e+06,0.000000000000000000e+00,-1.000000000000000000e+00,1.666666666666666570e+05
-1.000000000000000000e+00,-1.479255301372085465e+06,-1.544371666666666570e+05,-2.023313808232512791e+06,0.000000000000000000e+00,-6.700983333333332848e+04,-1.000000000000000000e+00,0.000000000000000000e+00,-2.222759421147576533e+06,-6.961208333333333721e+05,0.000000000000000000e+00,-1.500000000000000000e+04,-4.600000000000000000e+04,-7.133333333333332848e+04,-4.940800000000000000e+04,-2.484405444741884246e+06,0.000000000000000000e+00,-1.000000000000000000e+00,1.666666666666666570e+05
-1.000000000000000000e+00,-3.654296178877231199e+06,-1.544371666666666570e+05,0.000000000000000000e+00,0.000000000000000000e+00,-6.700983333333332848e+04,-1.000000000000000000e+00,0.000000000000000000e+00,-9.513333333333332848e+04,-3.612615121201157453e+05,0.000000000000000000e+00,-1.500000000000000000e+04,-4.600000000000000000e+04,-7.133333333333332848e+04,-4.940800000000000000e+04,-3.706769070022310596e+06,0.000000000000000000e+00,-1.000000000000000000e+00,1.666666666666666570e+05
-1.000000000000000000e+00,-1.745721062576388940e+07,-1.544371666666666570e+05,-3.398888783333333582e+07,0.000000000000000000e+00,-6.700983333333332848e+04,-1.000000000000000000e+00,0.000000000000000000e+00,-9.513333333333332848e+04,-6.999506666666666279e+05,-3.177910723840277642e+07,-1.500000000000000000e+04,-4.600000000000000000e+04,-7.133333333333332848e+04,-4.940800000000000000e+04,-8.251371454513889039e+05,0.000000000000000000e+00,-1.000000000000000000e+00,1.666666666666666570e+05
-3.000000000000000000e+00,-9.135727221352208406e+06,-4.633115000000000000e+05,-3.101230613689133897e+07,0.000000000000000000e+00,-2.010295000000000000e+05,-3.000000000000000000e+00,0.000000000000000000e+00,-2.284482012016620860e+07,-5.131366666666666861e+05,0.000000000000000000e+00,-4.500000000000000000e+04,-1.380000000000000000e+05,-2.140000000000000000e+05,-1.482240000000000000e+05,-1.369351248362983391e+07,-1.148950000000000000e+04,-3.000000000000000000e+00,5.000000000000000000e+05
-1.000000000000000000e+00,-8.563262361583099701e+05,-1.544371666666666570e+05,-8.493541151036387309e+06,0.000000000000000000e+00,-6.700983333333332848e+04,-1.000000000000000000e+00,0.000000000000000000e+00,-8.117753622975416481e+06,0.000000000000000000e+00,0.000000000000000000e+00,-1.500000000000000000e+04,-4.600000000000000000e+04,-7.133333333333332848e+04,-4.940800000000000000e+04,-3.656787630979351699e+06,0.000000000000000000e+00,-1.000000000000000000e+00,1.666666666666666570e+05
-3.000000000000000000e+00,-7.321285000000000000e+05,-4.633115000000000000e+05,0.000000000000000000e+00,-1.972149493749999907e+06,-2.010295000000000000e+05,-3.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.169806996666666716e+08,0.000000000000000000e+00,-4.500000000000000000e+04,-1.380000000000000000e+05,-2.140000000000000000e+05,-1.482240000000000000e+05,-1.470897376562499907e+06,-1.148950000000000000e+04,-3.000000000000000000e+00,5.000000000000000000e+05
-3.000000000000000000e+00,-6.311007599290779792e+06,-4.633115000000000000e+05,-1.181935859574468061e+07,-5.212372855791961774e+06,-2.010295000000000000e+05,-3.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.099852000000000000e+06,0.000000000000000000e+00,-4.500000000000000000e+04,-1.380000000000000000e+05,-2.140000000000000000e+05,-1.482240000000000000e+05,-8.445584455082742497e+06,-1.148950000000000000e+04,-3.000000000000000000e+00,5.000000000000000000e+05
-3.000000000000000000e+00,-7.321285000000000000e+05,-4.633115000000000000e+05,0.000000000000000000e+00,0.000000000000000000e+00,-2.010295000000000000e+05,-3.000000000000000000e+00,0.000000000000000000e+00,-8.871952785416667163e+07,-2.099852000000000000e+06,-6.426538508333333582e+07,-4.500000000000000000e+04,-1.380000000000000000e+05,-2.140000000000000000e+05,-1.482240000000000000e+05,-1.600750000000000000e+04,-1.148950000000000000e+04,-3.000000000000000000e+00,5.000000000000000000e+05
-3.000000000000000000e+00,-7.321285000000000000e+05,-4.633115000000000000e+05,0.000000000000000000e+00,0.000000000000000000e+00,-2.010295000000000000e+05,-3.000000000000000000e+00,0.000000000000000000e+00,-2.099821316899396945e+06,-2.811727237654712982e+06,0.000000000000000000e+00,-4.500000000000000000e+04,-1.380000000000000000e+05,-2.140000000000000000e+05,-1.482240000000000000e+05,-9.950434297401618212e+06,-1.148950000000000000e+04,-3.000000000000000000e+00,5.000000000000000000e+05
-1.000000000000000000e+00,-8.883333333333332848e+04,-1.544371666666666570e+05,0.000000000000000000e+00,0.000000000000000000e+00,-6.700983333333332848e+04,-1.000000000000000000e+00,0.000000000000000000e+00,-1.206533666666666744e+06,-3.780228015055555850e+07,0.000000000000000000e+00,-1.500000000000000000e+04,-4.600000000000000000e+04,-7.133333333333332848e+04,-4.940800000000000000e+04,-5.752438006250000326e+05,0.000000000000000000e+00,-1.000000000000000000e+00,1.666666666666666570e+05
-1.000000000000000000e+00,-2.440428333333333430e+05,-1.544371666666666570e+05,-4.529667777777777612e+07,-4.736688277777777612e+07,-6.700983333333332848e+04,-1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-6.961208333333333721e+05,-4.464898811111111194e+07,-1.500000000000000000e+04,-4.600000000000000000e+04,-7.133333333333332848e+04,-4.940800000000000000e+04,-9.502500000000000000e+03,0.000000000000000000e+00,-1.000000000000000000e+00,1.666666666666666570e+05
-3.000000000000000000e+00,-7.607389541666667163e+07,-4.633115000000000000e+05,-1.507028181666666567e+08,0.000000000000000000e+00,-2.010295000000000000e+05,-3.000000000000000000e+00,0.000000000000000000e+00,-6.252878333333333023e+06,-5.131366666666666861e+05,-1.486678331666666567e+08,-4.500000000000000000e+04,-1.380000000000000000e+05,-2.140000000000000000e+05,-1.482240000000000000e+05,-2.850750000000000000e+04,-1.148950000000000000e+04,-3.000000000000000000e+00,5.000000000000000000e+05
-3.000000000000000000e+00,-2.341033750281962566e+06,-4.633115000000000000e+05,0.000000000000000000e+00,0.000000000000000000e+00,-2.010295000000000000e+05,-3.000000000000000000e+00,0.000000000000000000e+00,-6.642302497180375503e+05,-2.099852000000000000e+06,0.000000000000000000e+00,-4.500000000000000000e+04,-1.380000000000000000e+05,-2.140000000000000000e+05,-1.482240000000000000e+05,-1.022046723759365268e+07,-1.148950000000000000e+04,-3.000000000000000000e+00,5.000000000000000000e+05
-3.000000000000000000e+00,-1.722260822197580636e+08,-4.633115000000000000e+05,0.000000000000000000e+00,-2.854000000000000000e+05,-2.010295000000000000e+05,-3.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-5.441183459677419066e+07,0.000000000000000000e+00,-4.500000000000000000e+04,-1.380000000000000000e+05,-2.140000000000000000e+05,-1.482240000000000000e+05,-3.170142902872983739e+07,-1.148950000000000000e+04,-3.000000000000000000e+00,5.000000000000000000e+05
-3.000000000000000000e+00,-7.321285000000000000e+05,-4.633115000000000000e+05,-4.768700000000000000e+05,-8.268579000000000000e+06,-2.010295000000000000e+05,-3.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.311074921666666716e+08,0.000000000000000000e+00,-4.500000000000000000e+04,-1.380000000000000000e+05,-2.140000000000000000e+05,-1.482240000000000000e+05,-1.600750000000000000e+04,-1.148950000000000000e+04,-3.000000000000000000e+00,5.000000000000000000e+05
-1.000000000000000000e+00,-1.516280829362599179e+06,-1.544371666666666570e+05,-3.218261079996813554e+06,-9.513333333333332848e+04,-6.700983333333332848e+04,-1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.710455555555555620e+05,0.000000000000000000e+00,-1.500000000000000000e+04,-4.600000000000000000e+04,-7.133333333333332848e+04,-4.940800000000000000e+04,-3.666630638050418347e+06,0.000000000000000000e+00,-1.000000000000000000e+00,1.666666666666666570e+05
-1.000000000000000000e+00,-4.697581171649436583e+05,-1.544371666666666570e+05,0.000000000000000000e+00,-1.720718582285554614e+06,-6.700983333333332848e+04,-1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-6.961208333333333721e+05,0.000000000000000000e+00,-1.500000000000000000e+04,-4.600000000000000000e+04,-7.133333333333332848e+04,-4.940800000000000000e+04,-2.771288239335941151e+06,0.000000000000000000e+00,-1.000000000000000000e+00,1.666666666666666570e+05
-3.000000000000000000e+00,-4.164372803582382388e+06,-4.633115000000000000e+05,-8.481274255612807348e+06,-2.854000000000000000e+05,-2.010295000000000000e+05,-3.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.099852000000000000e+06,0.000000000000000000e+00,-4.500000000000000000e+04,-1.380000000000000000e+05,-2.140000000000000000e+05,-1.482240000000000000e+05,-1.001933084517237172e+07,-1.148950000000000000e+04,-3.000000000000000000e+00,5.000000000000000000e+05
-3.000000000000000000e+00,-6.104163732829670422e+06,-4.633115000000000000e+05,0.000000000000000000e+00,-1.078555789781297091e+06,-2.010295000000000000e+05,-3.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-4.500000000000000000e+04,-1.380000000000000000e+05,-2.140000000000000000e+05,-1.482240000000000000e+05,-1.251272247047713399e+07,-1.148950000000000000e+04,-3.000000000000000000e+00,5.000000000000000000e+05
-3.000000000000000000e+00,-2.665000000000000000e+05,-4.633115000000000000e+05,0.000000000000000000e+00,0.000000000000000000e+00,-2.010295000000000000e+05,-3.000000000000000000e+00,0.000000000000000000e+00,-1.250545732691072486e+07,-5.131366666666666861e+05,0.000000000000000000e+00,-4.500000000000000000e+04,-1.380000000000000000e+05,-2.140000000000000000e+05,-1.482240000000000000e+05,-9.388259256101477891e+06,-1.148950000000000000e+04,-3.000000000000000000e+00,5.000000000000000000e+05
0.000000000000000000e+00,-2.000000000000000000e+00,0.000000000000000000e+00,-6.486534247543648490e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.481798261115431004e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.816851629320704209e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-3.000000000000000000e+00,-7.321285000000000000e+05,-4.633115000000000000e+05,-1.730176755005702726e+05,-2.273135500000000000e+06,-2.010295000000000000e+05,-3.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.728364674993663561e+06,0.000000000000000000e+00,-4.500000000000000000e+04,-1.380000000000000000e+05,-2.140000000000000000e+05,-1.482240000000000000e+05,-9.970127343837125227e+06,-1.148950000000000000e+04,-3.000000000000000000e+00,5.000000000000000000e+05
-1.000000000000000000e+00,-1.985078167420138791e+07,-1.544371666666666570e+05,-3.827372516666666418e+07,-9.513333333333332848e+04,-6.700983333333332848e+04,-1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.140213222222222248e+06,-3.510859030038194358e+07,-1.500000000000000000e+04,-4.600000000000000000e+04,-7.133333333333332848e+04,-4.940800000000000000e+04,-6.338857184548610821e+05,0.000000000000000000e+00,-1.000000000000000000e+00,1.666666666666666570e+05
-3.000000000000000000e+00,-2.665000000000000000e+05,-4.633115000000000000e+05,-2.218076909968401492e+07,-2.566684326289274544e+07,-2.010295000000000000e+05,-3.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.099852000000000000e+06,0.000000000000000000e+00,-4.500000000000000000e+04,-1.380000000000000000e+05,-2.140000000000000000e+05,-1.482240000000000000e+05,-9.244248881446372718e+06,-1.148950000000000000e+04,-3.000000000000000000e+00,5.000000000000000000e+05
-1.000000000000000000e+00,-1.377111459992401768e+06,-1.544371666666666570e+05,-2.805965307817689143e+06,-9.513333333333332848e+04,-6.700983333333332848e+04,-1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-6.961208333333333721e+05,0.000000000000000000e+00,-1.500000000000000000e+04,-4.600000000000000000e+04,-7.133333333333332848e+04,-4.940800000000000000e+04,-3.320010298607791774e+06,0.000000000000000000e+00,-1.000000000000000000e+00,1.666666666666666570e+05
-3.000000000000000000e+00,-2.665000000000000000e+05,-4.633115000000000000e+05,0.000000000000000000e+00,0.000000000000000000e+00,-2.010295000000000000e+05,-3.000000000000000000e+00,0.000000000000000000e+00,-1.780607104868653044e+07,-2.099852000000000000e+06,0.000000000000000000e+00,-4.500000000000000000e+04,-1.380000000000000000e+05,-2.140000000000000000e+05,-1.482240000000000000e+05,-7.173493558015408926e+06,-1.148950000000000000e+04,-3.000000000000000000e+00,5.000000000000000000e+05
-3.000000000000000000e+00,-8.261238514444444329e+06,-4.633115000000000000e+05,0.000000000000000000e+00,-7.896473481481481344e+06,-2.010295000000000000e+05,-3.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.099852000000000000e+06,0.000000000000000000e+00,-4.500000000000000000e+04,-1.380000000000000000e+05,-2.140000000000000000e+05,-1.482240000000000000e+05,-7.958089401759259403e+06,-1.148950000000000000e+04,-3.000000000000000000e+00,5.000000000000000000e+05
-1.000000000000000000e+00,-2.004846759791666642e+06,-1.544371666666666570e+05,0.000000000000000000e+00,-1.593586126032407396e+07,-6.700983333333332848e+04,-1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.710455555555555620e+05,0.000000000000000000e+00,-1.500000000000000000e+04,-4.600000000000000000e+04,-7.133333333333332848e+04,-4.940800000000000000e+04,-4.063721259525462985e+06,0.000000000000000000e+00,-1.000000000000000000e+00,1.666666666666666570e+05
-1.000000000000000000e+00,-2.440428333333333430e+05,-1.544371666666666570e+05,0.000000000000000000e+00,-1.187140768125000000e+08,-6.700983333333332848e+04,-1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-4.868404008333333582e+07,0.000000000000000000e+00,-1.500000000000000000e+04,-4.600000000000000000e+04,-7.133333333333332848e+04,-4.940800000000000000e+04,-5.335833333333333030e+03,0.000000000000000000e+00,-1.000000000000000000e+00,1.666666666666666570e+05
-1.000000000000000000e+00,-1.697620647084862925e+06,-1.544371666666666570e+05,-3.561628517910739873e+06,0.000000000000000000e+00,-6.700983333333332848e+04,-1.000000000000000000e+00,0.000000000000000000e+00,-9.513333333333332848e+04,-1.867147214386592677e+05,0.000000000000000000e+00,-1.500000000000000000e+04,-4.600000000000000000e+04,-7.133333333333332848e+04,-4.940800000000000000e+04,-3.771987166243448388e+06,0.000000000000000000e+00,-1.000000000000000000e+00,1.666666666666666570e+05
-1.000000000000000000e+00,-2.440428333333333430e+05,-1.544371666666666570e+05,0.000000000000000000e+00,0.000000000000000000e+00,-6.700983333333332848e+04,-1.000000000000000000e+00,0.000000000000000000e+00,-2.743271958333333489e+06,-4.335204905555555224e+07,0.000000000000000000e+00,-1.500000000000000000e+04,-4.600000000000000000e+04,-7.133333333333332848e+04,-4.940800000000000000e+04,-5.335833333333333030e+03,0.000000000000000000e+00,-1.000000000000000000e+00,1.666666666666666570e+05
0.000000000000000000e+00,-1.365965346534653513e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-4.357590759075907272e+01,-1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-9.041872937293728540e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.000000000000000000e+00,-8.883333333333332848e+04,-1.544371666666666570e+05,-2.204317379722222220e+06,0.000000000000000000e+00,-6.700983333333332848e+04,-1.000000000000000000e+00,0.000000000000000000e+00,-3.490975552500000224e+06,-4.002153850916666538e+07,0.000000000000000000e+00,-1.500000000000000000e+04,-4.600000000000000000e+04,-7.133333333333332848e+04,-4.940800000000000000e+04,-3.994010818055555574e+05,0.000000000000000000e+00,-1.000000000000000000e+00,1.666666666666666570e+05
-3.000000000000000000e+00,-1.101936883621158311e+06,-4.633115000000000000e+05,0.000000000000000000e+00,0.000000000000000000e+00,-2.010295000000000000e+05,-3.000000000000000000e+00,0.000000000000000000e+00,-9.887766700796050718e+05,-3.014402446299236733e+06,0.000000000000000000e+00,-4.500000000000000000e+04,-1.380000000000000000e+05,-2.140000000000000000e+05,-1.482240000000000000e+05,-9.867702592714834958e+06,-1.148950000000000000e+04,-3.000000000000000000e+00,5.000000000000000000e+05
-3.000000000000000000e+00,-4.029986932503457647e+06,-4.633115000000000000e+05,-9.362404230013830587e+06,0.000000000000000000e+00,-2.010295000000000000e+05,-3.000000000000000000e+00,0.000000000000000000e+00,-3.162773513554633595e+06,0.000000000000000000e+00,0.000000000000000000e+00,-4.500000000000000000e+04,-1.380000000000000000e+05,-2.140000000000000000e+05,-1.482240000000000000e+05,-1.125322941023513116e+07,-1.148950000000000000e+04,-3.000000000000000000e+00,5.000000000000000000e+05
-3.000000000000000000e+00,-3.715630530248553958e+06,-4.633115000000000000e+05,-7.125282574722526595e+06,0.000000000000000000e+00,-2.010295000000000000e+05,-3.000000000000000000e+00,0.000000000000000000e+00,-2.854000000000000000e+05,-1.104085469751446042e+06,0.000000000000000000e+00,-4.500000000000000000e+04,-1.380000000000000000e+05,-2.140000000000000000e+05,-1.482240000000000000e+05,-1.066788035586993955e+07,-1.148950000000000000e+04,-3.000000000000000000e+00,5.000000000000000000e+05
-3.000000000000000000e+00,-1.575503246874999953e+06,-4.633115000000000000e+05,0.000000000000000000e+00,0.000000000000000000e+00,-2.010295000000000000e+05,-3.000000000000000000e+00,0.000000000000000000e+00,-2.854000000000000000e+05,-1.169806996666666716e+08,0.000000000000000000e+00,-4.500000000000000000e+04,-1.380000000000000000e+05,-2.140000000000000000e+05,-1.482240000000000000e+05,-1.470897376562499907e+06,-1.148950000000000000e+04,-3.000000000000000000e+00,5.000000000000000000e+05
-3.000000000000000000e+00,-2.665000000000000000e+05,-4.633115000000000000e+05,0.000000000000000000e+00,0.000000000000000000e+00,-2.010295000000000000e+05,-3.000000000000000000e+00,0.000000000000000000e+00,-3.274258447064276934e+08,-7.212179703337453539e+05,-1.538408089443757832e+08,-4.500000000000000000e+04,-1.380000000000000000e+05,-2.140000000000000000e+05,-1.482240000000000000e+05,-4.686995593325092923e+05,-1.148950000000000000e+04,-3.000000000000000000e+00,5.000000000000000000e+05
-1.000000000000000000e+00,-2.013749888217032654e+06,-1.544371666666666570e+05,-3.578572764340654248e+05,-3.903900978469712194e+06,-6.700983333333332848e+04,-1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.710455555555555620e+05,0.000000000000000000e+00,-1.500000000000000000e+04,-4.600000000000000000e+04,-7.133333333333332848e+04,-4.940800000000000000e+04,-2.881089033689340111e+06,0.000000000000000000e+00,-1.000000000000000000e+00,1.666666666666666570e+05
-1.000000000000000000e+00,-2.440428333333333430e+05,-1.544371666666666570e+05,-2.017399318245028611e+06,0.000000000000000000e+00,-6.700983333333332848e+04,-1.000000000000000000e+00,0.000000000000000000e+00,-4.954079082228557207e+06,-1.710455555555555620e+05,0.000000000000000000e+00,-1.500000000000000000e+04,-4.600000000000000000e+04,-7.133333333333332848e+04,-4.940800000000000000e+04,-2.746285918076608330e+06,0.000000000000000000e+00,-1.000000000000000000e+00,1.666666666666666570e+05
-1.000000000000000000e+00,-8.883333333333332848e+04,-1.544371666666666570e+05,0.000000000000000000e+00,0.000000000000000000e+00,-6.700983333333332848e+04,-1.000000000000000000e+00,0.000000000000000000e+00,-2.568910330381944403e+07,-9.896117569444444962e+04,-2.219710615590277687e+07,-1.500000000000000000e+04,-4.600000000000000000e+04,-7.133333333333332848e+04,-4.940800000000000000e+04,-2.636991572916666628e+05,0.000000000000000000e+00,-1.000000000000000000e+00,1.666666666666666570e+05
-1.000000000000000000e+00,-1.681802377764797537e+06,-1.544371666666666570e+05,-3.537447812097611837e+06,0.000000000000000000e+00,-6.700983333333332848e+04,-1.000000000000000000e+00,0.000000000000000000e+00,-9.513333333333332848e+04,-1.866569178868120362e+05,0.000000000000000000e+00,-1.500000000000000000e+04,-4.600000000000000000e+04,-7.133333333333332848e+04,-4.940800000000000000e+04,-3.757447974519730080e+06,0.000000000000000000e+00,-1.000000000000000000e+00,1.666666666666666570e+05
