M_pime_e,M_arg__L_e,M_pi_e,M_h_e,M_ala__L_e,M_val__L_e,M_fe2_e,M_fe3_e,M_ala__D_e,M_glc__D_e,M_h2o_e,M_his__L_e,M_ile__L_e,M_leu__L_e,M_met__L_e,M_o2_e,M_so4_e,M_thm_e,objective
-1.000000000000000000e+00,-2.440428333333333430e+05,-1.544371666666666570e+05,-4.687625055555555224e+07,0.000000000000000000e+00,-6.700983333333332848e+04,-1.000000000000000000e+00,0.000000000000000000e+00,-4.769611615708333254e+07,-1.710455555555555620e+05,-4.498060606895833462e+07,-1.500000000000000000e+04,-4.600000000000000000e+04,-7.133333333333332848e+04,-4.940800000000000000e+04,-3.220873496180555667e+05,0.000000000000000000e+00,-1.000000000000000000e+00,1.666666666666666570e+05
-1.000000000000000000e+00,-2.689185037083437666e+06,-1.544371666666666570e+05,-6.277942563810239546e+06,-2.832453738035580143e+06,-6.700983333333332848e+04,-1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-6.999506666666666279e+05,0.000000000000000000e+00,-1.500000000000000000e+04,-4.600000000000000000e+04,-7.133333333333332848e+04,-4.940800000000000000e+04,-3.334172533095297869e+06,0.000000000000000000e+00,-1.000000000000000000e+00,1.666666666666666570e+05
-3.000000000000000000e+00,-2.665000000000000000e+05,-4.633115000000000000e+05,0.000000000000000000e+00,0.000000000000000000e+00,-2.010295000000000000e+05,-3.000000000000000000e+00,0.000000000000000000e+00,-4.985544032855063677e+06,-2.099852000000000000e+06,0.000000000000000000e+00,-4.500000000000000000e+04,-1.380000000000000000e+05,-2.140000000000000000e+05,-1.482240000000000000e+05,-1.143073609092326835e+07,-1.148950000000000000e+04,-3.000000000000000000e+00,5.000000000000000000e+05
-3.000000000000000000e+00,-4.636951938263888471e+06,-4.633115000000000000e+05,0.000000000000000000e+00,-1.427451396912037022e+07,-2.010295000000000000e+05,-3.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-4.500000000000000000e+04,-1.380000000000000000e+05,-2.140000000000000000e+05,-1.482240000000000000e+05,-9.216030228391204029e+06,-1.148950000000000000e+04,-3.000000000000000000e+00,5.000000000000000000e+05
-1.000000000000000000e+00,-2.526964822222222388e+07,-1.544371666666666570e+05,-5.005568861111111194e+07,0.000000000000000000e+00,-6.700983333333332848e+04,-1.000000000000000000e+00,0.000000000000000000e+00,-2.091349500000000000e+06,-1.710455555555555620e+05,-4.942466561111111194e+07,-1.500000000000000000e+04,-4.600000000000000000e+04,-7.133333333333332848e+04,-4.940800000000000000e+04,-5.335833333333333030e+03,0.000000000000000000e+00,-1.000000000000000000e+00,1.666666666666666570e+05
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-4.658200000000000000e+05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.015060000000000000e+05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-7.970000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-3.000000000000000000e+00,-6.464352517013417929e+07,-4.633115000000000000e+05,0.000000000000000000e+00,-1.724304106644806266e+07,-2.010295000000000000e+05,-3.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.502634566824966110e+07,0.000000000000000000e+00,-4.500000000000000000e+04,-1.380000000000000000e+05,-2.140000000000000000e+05,-1.482240000000000000e+05,-1.971210328441127762e+07,-1.148950000000000000e+04,-3.000000000000000000e+00,5.000000000000000000e+05
-1.000000000000000000e+00,-2.440428333333333430e+05,-1.544371666666666570e+05,0.000000000000000000e+00,0.000000000000000000e+00,-6.700983333333332848e+04,-1.000000000000000000e+00,0.000000000000000000e+00,-2.642362830555555597e+07,-1.710455555555555620e+05,-2.369080286111111194e+07,-1.500000000000000000e+04,-4.600000000000000000e+04,-7.133333333333332848e+04,-4.940800000000000000e+04,-5.335833333333333030e+03,0.000000000000000000e+00,-1.000000000000000000e+00,1.666666666666666570e+05
-1.000000000000000000e+00,-8.883333333333332848e+04,-1.544371666666666570e+05,0.000000000000000000e+00,0.000000000000000000e+00,-6.700983333333332848e+04,-1.000000000000000000e+00,0.000000000000000000e+00,-7.291165033558527008e+06,-1.710455555555555620e+05,0.000000000000000000e+00,-1.500000000000000000e+04,-4.600000000000000000e+04,-7.133333333333332848e+04,-4.940800000000000000e+04,-2.722852998525792733e+06,0.000000000000000000e+00,-1.000000000000000000e+00,1.666666666666666570e+05
-3.000000000000000000e+00,-8.094869375000000000e+07,-4.633115000000000000e+05,-1.614786881666666567e+08,0.000000000000000000e+00,-2.010295000000000000e+05,-3.000000000000000000e+00,0.000000000000000000e+00,-7.279151666666666977e+06,0.000000000000000000e+00,-1.594437031666666567e+08,-4.500000000000000000e+04,-1.380000000000000000e+05,-2.140000000000000000e+05,-1.482240000000000000e+05,-2.850750000000000000e+04,-1.148950000000000000e+04,-3.000000000000000000e+00,5.000000000000000000e+05
-1.000000000000000000e+00,-8.883333333333332848e+04,-1.544371666666666570e+05,-5.210825096101043164e+04,-1.206533666666666744e+06,-6.700983333333332848e+04,-1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-8.842225263591433177e+05,0.000000000000000000e+00,-1.500000000000000000e+04,-4.600000000000000000e+04,-7.133333333333332848e+04,-4.940800000000000000e+04,-3.339790054228445981e+06,0.000000000000000000e+00,-1.000000000000000000e+00,1.666666666666666570e+05
-1.000000000000000000e+00,-8.883333333333332848e+04,-1.544371666666666570e+05,-2.009047682092334144e+06,-3.177790186086221598e+06,-6.700983333333332848e+04,-1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.500000000000000000e+04,-4.600000000000000000e+04,-7.133333333333332848e+04,-4.940800000000000000e+04,-4.300226848926859908e+06,0.000000000000000000e+00,-1.000000000000000000e+00,1.666666666666666570e+05
0.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00,-6.938148742643124933e+01,-8.010647405029428114e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-4.106260032102728985e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.490636704119850275e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-3.000000000000000000e+00,-2.665000000000000000e+05,-4.633115000000000000e+05,-1.823854294473260641e+07,-3.370089977806594223e+07,-2.010295000000000000e+05,-3.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-5.131366666666666861e+05,0.000000000000000000e+00,-4.500000000000000000e+04,-1.380000000000000000e+05,-2.140000000000000000e+05,-1.482240000000000000e+05,-1.027107155055744387e+07,-1.148950000000000000e+04,-3.000000000000000000e+00,5.000000000000000000e+05
-1.000000000000000000e+00,-1.311822605373211205e+06,-1.544371666666666570e+05,-4.501177759979386814e+06,0.000000000000000000e+00,-6.700983333333332848e+04,-1.000000000000000000e+00,0.000000000000000000e+00,-1.994563288668886526e+06,0.000000000000000000e+00,0.000000000000000000e+00,-1.500000000000000000e+04,-4.600000000000000000e+04,-7.133333333333332848e+04,-4.940800000000000000e+04,-3.875347763140682597e+06,0.000000000000000000e+00,-1.000000000000000000e+00,1.666666666666666570e+05
-1.000000000000000000e+00,-1.515352935339634772e+06,-1.544371666666666570e+05,-5.425462040126031497e+05,-4.159356741752386093e+06,-6.700983333333332848e+04,-1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.500000000000000000e+04,-4.600000000000000000e+04,-7.133333333333332848e+04,-4.940800000000000000e+04,-3.026719764977759216e+06,0.000000000000000000e+00,-1.000000000000000000e+00,1.666666666666666570e+05
-1.000000000000000000e+00,-2.440428333333333430e+05,-1.544371666666666570e+05,-6.476896666666666279e+05,0.000000000000000000e+00,-6.700983333333332848e+04,-1.000000000000000000e+00,0.000000000000000000e+00,-2.717894666666666511e+06,-4.534510894444444776e+07,0.000000000000000000e+00,-1.500000000000000000e+04,-4.600000000000000000e+04,-7.133333333333332848e+04,-4.940800000000000000e+04,-9.502500000000000000e+03,0.000000000000000000e+00,-1.000000000000000000e+00,1.666666666666666570e+05
-1.000000000000000000e+00,-1.556762924025402172e+06,-1.544371666666666570e+05,-2.333150044152412564e+06,-2.481474296929804143e+06,-6.700983333333332848e+04,-1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-6.961208333333333721e+05,0.000000000000000000e+00,-1.500000000000000000e+04,-4.600000000000000000e+04,-7.133333333333332848e+04,-4.940800000000000000e+04,-2.510208943177428562e+06,0.000000000000000000e+00,-1.000000000000000000e+00,1.666666666666666570e+05
-1.000000000000000000e+00,-7.787631270543929422e+05,-1.544371666666666570e+05,-8.316373018501957878e+06,0.000000000000000000e+00,-6.700983333333332848e+04,-1.000000000000000000e+00,0.000000000000000000e+00,-7.940335645064488985e+06,0.000000000000000000e+00,0.000000000000000000e+00,-1.500000000000000000e+04,-4.600000000000000000e+04,-7.133333333333332848e+04,-4.940800000000000000e+04,-3.645725032919970807e+06,0.000000000000000000e+00,-1.000000000000000000e+00,1.666666666666666570e+05
-1.000000000000000000e+00,-4.285839306394675747e+06,-1.544371666666666570e+05,0.000000000000000000e+00,-9.513333333333332848e+04,-6.700983333333332848e+04,-1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-6.999506666666666279e+05,0.000000000000000000e+00,-1.500000000000000000e+04,-4.600000000000000000e+04,-7.133333333333332848e+04,-4.940800000000000000e+04,-3.411774121448206250e+06,0.000000000000000000e+00,-1.000000000000000000e+00,1.666666666666666570e+05
-3.000000000000000000e+00,-2.665000000000000000e+05,-4.633115000000000000e+05,-2.420878409630158916e+07,-2.770985718036448210e+07,-2.010295000000000000e+05,-3.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-5.131366666666666861e+05,0.000000000000000000e+00,-4.500000000000000000e+04,-1.380000000000000000e+05,-2.140000000000000000e+05,-1.482240000000000000e+05,-1.026575584018224105e+07,-1.148950000000000000e+04,-3.000000000000000000e+00,5.000000000000000000e+05
-3.000000000000000000e+00,-7.321285000000000000e+05,-4.633115000000000000e+05,0.000000000000000000e+00,-1.670184328135152720e+07,-2.010295000000000000e+05,-3.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-4.500000000000000000e+04,-1.380000000000000000e+05,-2.140000000000000000e+05,-1.482240000000000000e+05,-8.537930453135153279e+06,-1.148950000000000000e+04,-3.000000000000000000e+00,5.000000000000000000e+05
-1.000000000000000000e+00,-2.440428333333333430e+05,-1.544371666666666570e+05,-2.398133499821236823e+06,0.000000000000000000e+00,-6.700983333333332848e+04,-1.000000000000000000e+00,0.000000000000000000e+00,-3.085255750029793940e+06,-6.961208333333333721e+05,0.000000000000000000e+00,-1.500000000000000000e+04,-4.600000000000000000e+04,-7.133333333333332848e+04,-4.940800000000000000e+04,-3.228564354129424319e+06,0.000000000000000000e+00,-1.000000000000000000e+00,1.666666666666666570e+05
-3.000000000000000000e+00,-7.128765366666667163e+07,-4.633115000000000000e+05,-1.351128563333333433e+08,0.000000000000000000e+00,-2.010295000000000000e+05,-3.000000000000000000e+00,0.000000000000000000e+00,-2.854000000000000000e+05,-3.509375833333333489e+06,-1.331278713333333284e+08,-4.500000000000000000e+04,-1.380000000000000000e+05,-2.140000000000000000e+05,-1.482240000000000000e+05,-1.600750000000000000e+04,-1.148950000000000000e+04,-3.000000000000000000e+00,5.000000000000000000e+05
-3.000000000000000000e+00,-3.409327465933602303e+07,-4.633115000000000000e+05,-5.806905790150275826e+07,0.000000000000000000e+00,-2.010295000000000000e+05,-3.000000000000000000e+00,0.000000000000000000e+00,-2.854000000000000000e+05,-2.259835957255673781e+07,0.000000000000000000e+00,-4.500000000000000000e+04,-1.380000000000000000e+05,-2.140000000000000000e+05,-1.482240000000000000e+05,-1.034742283677928895e+07,-1.148950000000000000e+04,-3.000000000000000000e+00,5.000000000000000000e+05
-3.000000000000000000e+00,-2.335436598125801235e+07,-4.633115000000000000e+05,0.000000000000000000e+00,0.000000000000000000e+00,-2.010295000000000000e+05,-3.000000000000000000e+00,0.000000000000000000e+00,-2.854000000000000000e+05,-5.467100064102564007e+06,0.000000000000000000e+00,-4.500000000000000000e+04,-1.380000000000000000e+05,-2.140000000000000000e+05,-1.482240000000000000e+05,-1.075553861550681107e+07,-1.148950000000000000e+04,-3.000000000000000000e+00,5.000000000000000000e+05
-3.000000000000000000e+00,-5.260712354166666418e+07,-4.633115000000000000e+05,-1.024492225000000000e+08,0.000000000000000000e+00,-2.010295000000000000e+05,-3.000000000000000000e+00,0.000000000000000000e+00,-2.854000000000000000e+05,-2.099852000000000000e+06,-9.578528295833332837e+07,-4.500000000000000000e+04,-1.380000000000000000e+05,-2.140000000000000000e+05,-1.482240000000000000e+05,-2.469688229166666511e+06,-1.148950000000000000e+04,-3.000000000000000000e+00,5.000000000000000000e+05
-3.000000000000000000e+00,-7.321285000000000000e+05,-4.633115000000000000e+05,-1.781551561162079452e+06,0.000000000000000000e+00,-2.010295000000000000e+05,-3.000000000000000000e+00,0.000000000000000000e+00,-1.093650272808358818e+07,-5.131366666666666861e+05,0.000000000000000000e+00,-4.500000000000000000e+04,-1.380000000000000000e+05,-2.140000000000000000e+05,-1.482240000000000000e+05,-8.521011826707441360e+06,-1.148950000000000000e+04,-3.000000000000000000e+00,5.000000000000000000e+05
-3.000000000000000000e+00,-2.665000000000000000e+05,-4.633115000000000000e+05,0.000000000000000000e+00,0.000000000000000000e+00,-2.010295000000000000e+05,-3.000000000000000000e+00,0.000000000000000000e+00,-8.824000150000000000e+07,0.000000000000000000e+00,-7.702635333333332837e+07,-4.500000000000000000e+04,-1.380000000000000000e+05,-2.140000000000000000e+05,-1.482240000000000000e+05,-1.600750000000000000e+04,-1.148950000000000000e+04,-3.000000000000000000e+00,5.000000000000000000e+05
-1.000000000000000000e+00,-2.440428333333333430e+05,-1.544371666666666570e+05,-6.565182284142271965e+04,0.000000000000000000e+00,-6.700983333333332848e+04,-1.000000000000000000e+00,0.000000000000000000e+00,-7.538820000000000000e+05,-9.027122786138216034e+05,0.000000000000000000e+00,-1.500000000000000000e+04,-4.600000000000000000e+04,-7.133333333333332848e+04,-4.940800000000000000e+04,-3.302149169059952255e+06,0.000000000000000000e+00,-1.000000000000000000e+00,1.666666666666666570e+05
-3.000000000000000000e+00,-7.321285000000000000e+05,-4.633115000000000000e+05,-1.269731276198501885e+08,-1.294402363389513046e+08,-2.010295000000000000e+05,-3.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.099852000000000000e+06,-1.211787371985018700e+08,-4.500000000000000000e+04,-1.380000000000000000e+05,-2.140000000000000000e+05,-1.482240000000000000e+05,-9.701288202247191221e+05,-1.148950000000000000e+04,-3.000000000000000000e+00,5.000000000000000000e+05
-3.000000000000000000e+00,-2.665000000000000000e+05,-4.633115000000000000e+05,0.000000000000000000e+00,-8.438420983333332837e+07,-2.010295000000000000e+05,-3.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-3.084633333333333139e+05,-7.378748833333332837e+07,-4.500000000000000000e+04,-1.380000000000000000e+05,-2.140000000000000000e+05,-1.482240000000000000e+05,-1.600750000000000000e+04,-1.148950000000000000e+04,-3.000000000000000000e+00,5.000000000000000000e+05
-1.000000000000000000e+00,-1.636792417713105213e+06,-1.544371666666666570e+05,-3.056859439782628324e+06,0.000000000000000000e+00,-6.700983333333332848e+04,-1.000000000000000000e+00,0.000000000000000000e+00,-2.282988045091170352e+05,0.000000000000000000e+00,0.000000000000000000e+00,-1.500000000000000000e+04,-4.600000000000000000e+04,-7.133333333333332848e+04,-4.940800000000000000e+04,-3.966747002033369150e+06,0.000000000000000000e+00,-1.000000000000000000e+00,1.666666666666666570e+05
-3.000000000000000000e+00,-1.682397550941143185e+07,-4.633115000000000000e+05,0.000000000000000000e+00,-4.017128846033551265e+06,-2.010295000000000000e+05,-3.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.620311543702018913e+06,0.000000000000000000e+00,-4.500000000000000000e+04,-1.380000000000000000e+05,-2.140000000000000000e+05,-1.482240000000000000e+05,-1.049453671862382628e+07,-1.148950000000000000e+04,-3.000000000000000000e+00,5.000000000000000000e+05
-3.000000000000000000e+00,-1.968789691666666791e+07,-4.633115000000000000e+05,-1.123689333333333256e+06,0.000000000000000000e+00,-2.010295000000000000e+05,-3.000000000000000000e+00,0.000000000000000000e+00,-6.184255158333333582e+07,-5.131366666666666861e+05,-7.220026300000000000e+07,-4.500000000000000000e+04,-1.380000000000000000e+05,-2.140000000000000000e+05,-1.482240000000000000e+05,-1.600750000000000000e+04,-1.148950000000000000e+04,-3.000000000000000000e+00,5.000000000000000000e+05
-3.000000000000000000e+00,-2.665000000000000000e+05,-4.633115000000000000e+05,-1.442305766666666567e+08,0.000000000000000000e+00,-2.010295000000000000e+05,-3.000000000000000000e+00,0.000000000000000000e+00,-1.543504281666666567e+08,-5.131366666666666861e+05,-1.437537066666666567e+08,-4.500000000000000000e+04,-1.380000000000000000e+05,-2.140000000000000000e+05,-1.482240000000000000e+05,-1.600750000000000000e+04,-1.148950000000000000e+04,-3.000000000000000000e+00,5.000000000000000000e+05
0.000000000000000000e+00,-2.108230000000000000e+05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-3.821100000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.679790000000000000e+05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-3.000000000000000000e+00,-2.665000000000000000e+05,-4.633115000000000000e+05,0.000000000000000000e+00,-7.870244899224806577e+06,-2.010295000000000000e+05,-3.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.570111732558139600e+06,0.000000000000000000e+00,-4.500000000000000000e+04,-1.380000000000000000e+05,-2.140000000000000000e+05,-1.482240000000000000e+05,-8.982474512596899644e+06,-1.148950000000000000e+04,-3.000000000000000000e+00,5.000000000000000000e+05
-1.000000000000000000e+00,-1.670303537091094535e+06,-1.544371666666666570e+05,-6.972379075155222090e+05,-4.426690758224446326e+06,-6.700983333333332848e+04,-1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.500000000000000000e+04,-4.600000000000000000e+04,-7.133333333333332848e+04,-4.940800000000000000e+04,-3.061110082325548865e+06,0.000000000000000000e+00,-1.000000000000000000e+00,1.666666666666666570e+05
-3.000000000000000000e+00,-9.288209021041667089e+06,-4.633115000000000000e+05,0.000000000000000000e+00,-3.714233209763889015e+07,-2.010295000000000000e+05,-3.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.099852000000000000e+06,0.000000000000000000e+00,-4.500000000000000000e+04,-1.380000000000000000e+05,-2.140000000000000000e+05,-1.482240000000000000e+05,-1.108571481607638858e+07,-1.148950000000000000e+04,-3.000000000000000000e+00,5.000000000000000000e+05
-1.000000000000000000e+00,-5.727384485940779559e+06,-1.544371666666666570e+05,0.000000000000000000e+00,-9.513333333333332848e+04,-6.700983333333332848e+04,-1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-4.587318991187499487e+05,0.000000000000000000e+00,-1.500000000000000000e+04,-4.600000000000000000e+04,-7.133333333333332848e+04,-4.940800000000000000e+04,-5.036126335287799127e+06,0.000000000000000000e+00,-1.000000000000000000e+00,1.666666666666666570e+05
0.000000000000000000e+00,-2.800873907615480718e+01,0.000000000000000000e+00,-5.200249687890137551e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-4.000000000000000000e+00,-3.802496878901373378e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-9.962546816479400658e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-3.000000000000000000e+00,-7.321285000000000000e+05,-4.633115000000000000e+05,0.000000000000000000e+00,0.000000000000000000e+00,-2.010295000000000000e+05,-3.000000000000000000e+00,0.000000000000000000e+00,-1.163228774967592582e+07,-5.131366666666666861e+05,0.000000000000000000e+00,-4.500000000000000000e+04,-1.380000000000000000e+05,-2.140000000000000000e+05,-1.482240000000000000e+05,-8.619615756863426417e+06,-1.148950000000000000e+04,-3.000000000000000000e+00,5.000000000000000000e+05
-3.000000000000000000e+00,-1.101621158704929519e+06,-4.633115000000000000e+05,0.000000000000000000e+00,0.000000000000000000e+00,-2.010295000000000000e+05,-3.000000000000000000e+00,0.000000000000000000e+00,-9.900417322439471027e+05,-3.013453109051123727e+06,0.000000000000000000e+00,-4.500000000000000000e+04,-1.380000000000000000e+05,-2.140000000000000000e+05,-1.482240000000000000e+05,-9.863985796826010570e+06,-1.148950000000000000e+04,-3.000000000000000000e+00,5.000000000000000000e+05
-1.000000000000000000e+00,-2.080035614499493269e+06,-1.544371666666666570e+05,-5.592985731711679138e+06,-2.759726378048053477e+06,-6.700983333333332848e+04,-1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-6.961208333333333721e+05,0.000000000000000000e+00,-1.500000000000000000e+04,-4.600000000000000000e+04,-7.133333333333332848e+04,-4.940800000000000000e+04,-2.989096303523520008e+06,0.000000000000000000e+00,-1.000000000000000000e+00,1.666666666666666570e+05
-1.000000000000000000e+00,-8.883333333333332848e+04,-1.544371666666666570e+05,-2.018123888888888760e+05,0.000000000000000000e+00,-6.700983333333332848e+04,-1.000000000000000000e+00,0.000000000000000000e+00,-2.915923430555555597e+07,0.000000000000000000e+00,-2.566529213888888806e+07,-1.500000000000000000e+04,-4.600000000000000000e+04,-7.133333333333332848e+04,-4.940800000000000000e+04,-5.335833333333333030e+03,0.000000000000000000e+00,-1.000000000000000000e+00,1.666666666666666570e+05
-1.000000000000000000e+00,-2.779795257820477127e+05,-1.544371666666666570e+05,0.000000000000000000e+00,-5.951258583201832138e+06,-6.700983333333332848e+04,-1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.500000000000000000e+04,-4.600000000000000000e+04,-7.133333333333332848e+04,-4.940800000000000000e+04,-2.842263652565054595e+06,0.000000000000000000e+00,-1.000000000000000000e+00,1.666666666666666570e+05
-1.000000000000000000e+00,-3.323795019445586018e+06,-1.544371666666666570e+05,-2.653963471791550983e+05,-9.513333333333332848e+04,-6.700983333333332848e+04,-1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.710455555555555620e+05,0.000000000000000000e+00,-1.500000000000000000e+04,-4.600000000000000000e+04,-7.133333333333332848e+04,-4.940800000000000000e+04,-3.932260513092406560e+06,0.000000000000000000e+00,-1.000000000000000000e+00,1.666666666666666570e+05
-3.000000000000000000e+00,-2.665000000000000000e+05,-4.633115000000000000e+05,-1.393636916666666567e+08,0.000000000000000000e+00,-2.010295000000000000e+05,-3.000000000000000000e+00,0.000000000000000000e+00,-1.432313832991666794e+08,-5.131366666666666861e+05,-1.326435903654166609e+08,-4.500000000000000000e+04,-1.380000000000000000e+05,-2.140000000000000000e+05,-1.482240000000000000e+05,-1.202018716874999925e+06,-1.148950000000000000e+04,-3.000000000000000000e+00,5.000000000000000000e+05
-1.000000000000000000e+00,-8.883333333333332848e+04,-1.544371666666666570e+05,-4.529474097265706223e+04,-1.615621163570583798e+06,-6.700983333333332848e+04,-1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-6.961208333333333721e+05,0.000000000000000000e+00,-1.500000000000000000e+04,-4.600000000000000000e+04,-7.133333333333332848e+04,-4.940800000000000000e+04,-3.792320675954915583e+06,0.000000000000000000e+00,-1.000000000000000000e+00,1.666666666666666570e+05
-1.000000000000000000e+00,-3.866290399075299501e+06,-1.544371666666666570e+05,-6.166688864891193807e+06,0.000000000000000000e+00,-6.700983333333332848e+04,-1.000000000000000000e+00,0.000000000000000000e+00,-9.513333333333332848e+04,-1.653051563293388113e+06,0.000000000000000000e+00,-1.500000000000000000e+04,-4.600000000000000000e+04,-7.133333333333332848e+04,-4.940800000000000000e+04,-3.080946764055327047e+06,0.000000000000000000e+00,-1.000000000000000000e+00,1.666666666666666570e+05
-3.000000000000000000e+00,-3.137907912042831536e+06,-4.633115000000000000e+05,-7.061198472256988287e+06,0.000000000000000000e+00,-2.010295000000000000e+05,-3.000000000000000000e+00,0.000000000000000000e+00,-1.147097301080053858e+07,-5.131366666666666861e+05,0.000000000000000000e+00,-4.500000000000000000e+04,-1.380000000000000000e+05,-2.140000000000000000e+05,-1.482240000000000000e+05,-8.357654256176702678e+06,-1.148950000000000000e+04,-3.000000000000000000e+00,5.000000000000000000e+05
-3.000000000000000000e+00,-1.336721376489396906e+06,-4.633115000000000000e+05,0.000000000000000000e+00,0.000000000000000000e+00,-2.010295000000000000e+05,-3.000000000000000000e+00,0.000000000000000000e+00,-2.854000000000000000e+05,-3.157586787864619400e+06,0.000000000000000000e+00,-4.500000000000000000e+04,-1.380000000000000000e+05,-2.140000000000000000e+05,-1.482240000000000000e+05,-9.907749140512352809e+06,-1.148950000000000000e+04,-3.000000000000000000e+00,5.000000000000000000e+05
-1.000000000000000000e+00,-2.663190908776301425e+06,-1.544371666666666570e+05,0.000000000000000000e+00,0.000000000000000000e+00,-6.700983333333332848e+04,-1.000000000000000000e+00,0.000000000000000000e+00,-2.924280910944998264e+06,-3.655646093576965504e+05,0.000000000000000000e+00,-1.500000000000000000e+04,-4.600000000000000000e+04,-7.133333333333332848e+04,-4.940800000000000000e+04,-2.912242167381875217e+06,0.000000000000000000e+00,-1.000000000000000000e+00,1.666666666666666570e+05
-1.000000000000000000e+00,-2.319288764819409989e+05,-1.544371666666666570e+05,0.000000000000000000e+00,-9.408181236352357268e+07,-6.700983333333332848e+04,-1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.710455555555555620e+05,-4.501351675565205514e+07,-1.500000000000000000e+04,-4.600000000000000000e+04,-7.133333333333332848e+04,-4.940800000000000000e+04,-1.924196898607664625e+05,0.000000000000000000e+00,-1.000000000000000000e+00,1.666666666666666570e+05
-1.000000000000000000e+00,-9.433838055555555038e+05,-1.544371666666666570e+05,0.000000000000000000e+00,-8.771164416666667163e+07,-6.700983333333332848e+04,-1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-6.961208333333333721e+05,-4.291264688888888806e+07,-1.500000000000000000e+04,-4.600000000000000000e+04,-7.133333333333332848e+04,-4.940800000000000000e+04,-5.335833333333333030e+03,0.000000000000000000e+00,-1.000000000000000000e+00,1.666666666666666570e+05
-1.000000000000000000e+00,-1.769957888888888992e+06,-1.544371666666666570e+05,-3.047158267998335417e+06,-9.513333333333332848e+04,-6.700983333333332848e+04,-1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.500000000000000000e+04,-4.600000000000000000e+04,-7.133333333333332848e+04,-4.940800000000000000e+04,-4.298448033499792218e+06,0.000000000000000000e+00,-1.000000000000000000e+00,1.666666666666666570e+05
